"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Link","Abstract","Author Keywords","Index Keywords"
"Raymond L.; Castonguay A.; Doyon O.; Paré G.","Raymond, Louis (7102737497); Castonguay, Alexandre (57188698154); Doyon, Odette (8638435500); Paré, Guy (35262553100)","7102737497; 57188698154; 8638435500; 35262553100","Nurse practitioners' involvement and experience with AI-based health technologies: A systematic review","2022","Applied Nursing Research","66","","151604","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133581853&doi=10.1016%2fj.apnr.2022.151604&partnerID=40&md5=0b0d280ef7c1c0d59530d53708d45063","Background: Artificial intelligence (AI) is emerging in healthcare in various forms, including AI-based clinical decision support systems, machine learning, computer vision, natural language processing, big data analytics and AI-enhanced robotics. Given their potential impact on clinical processes and decision-making, AI-based health technologies (AIHT) are now seen to have a transformative effect on the nursing and medical professions, and on advanced nursing practice in particular. Aims: While nurse practitioners (NPs) are increasingly called upon to play a crucial role in improving the healthcare provided to the population, little is known about the nature, extent and outcomes of their involvement and experience with AIHT. This study's research objectives are twofold. First, it aims to characterize NPs' involvement and experience with AIHT in terms of the functional and clinical attributes of the AIHT-based systems and applications that have emerged in advanced nursing care settings, and of the clinical tasks of NPs targeted for support by these systems and applications. Second, it aims to characterize this involvement and experience with AIHT in terms of its expected impacts on the clinical activities and performance of NPs, and of its potential outcomes for NPs' patients and for the general population. Method: We thus contribute to advanced practice nursing research by carrying out an initial evaluation of the role played by NPs in the emergence of these technologies, by means of a systematic review of the literature. Findings: This review demonstrates that NPs, acting alone or in collaboration with physicians and other healthcare professionals, participate in the development and evaluation of various AI-based decision-making and predictive tools in primary, hospital and emergency care settings. This participation involves NPs as diagnostic and therapeutic experts whose clinical activities, decision-making and performance can be significantly impacted by their adoption and assimilation of AIHT. © 2022 Elsevier Inc.","Advances nursing practice; Artificial intelligence; Clinical decision support; Machine learning; Nurse practitioner; Outcome prediction; Systematic review","Artificial Intelligence; Delivery of Health Care; Health Personnel; Humans; Nurse Practitioners; Nursing Care; adoption; adult; advanced practice nursing; article; artificial intelligence; decision making; decision support system; emergency care; female; human; machine learning; male; nurse practitioner; nursing care; outcome assessment; physician; prediction; systematic review; artificial intelligence; health care delivery; health care personnel; nursing care"
"Raj P.; Tejwani S.; Sudha D.; Muthu Narayanan B.; Thangapandi C.; Das S.; Somasekar J.; Mangalapudi S.; Kumar D.; Pindipappanahalli N.; Shetty R.; Ghosh A.; Kumaramanickavel G.; Chaudhuri A.; Soumittra N.","Raj, Praveen (57219845119); Tejwani, Sushma (55988859900); Sudha, Dandayudhapani (57219851857); Muthu Narayanan, B. (57219855991); Thangapandi, Chandrasekar (57219852260); Das, Sankar (55574219018); Somasekar, J. (57219851722); Mangalapudi, Susmithasane (57219856011); Kumar, Durgesh (57219845089); Pindipappanahalli, Narendra (57219855033); Shetty, Rohit (23478872600); Ghosh, Arkasubhra (57217465399); Kumaramanickavel, Govindasamy (6603870576); Chaudhuri, Amitabha (57219846082); Soumittra, Nagasamy (7801574327)","57219845119; 55988859900; 57219851857; 57219855991; 57219852260; 55574219018; 57219851722; 57219856011; 57219845089; 57219855033; 23478872600; 57217465399; 6603870576; 57219846082; 7801574327","Ophthatome™: an integrated knowledgebase of ophthalmic diseases for translating vision research into the clinic","2020","BMC Ophthalmology","20","1","442","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095780703&doi=10.1186%2fs12886-020-01705-5&partnerID=40&md5=eaff948583341f2812166d6aba870652","Background: Medical big data analytics has revolutionized the human healthcare system by introducing processes that facilitate rationale clinical decision making, predictive or prognostic modelling of the disease progression and management, disease surveillance, overall impact on public health and research. Although, the electronic medical records (EMR) system is the digital storehouse of rich medical data of a large patient cohort collected over many years, the data lack sufficient structure to be of clinical value for applying deep learning methods and advanced analytics to improve disease management at an individual patient level or for the discipline in general. Ophthatome™ captures data contained in retrospective electronic medical records between September 2012 and January 2018 to facilitate translational vision research through a knowledgebase of ophthalmic diseases. Methods: The electronic medical records data from Narayana Nethralaya ophthalmic hospital recorded in the MS-SQL database was mapped and programmatically transferred to MySQL. The captured data was manually curated to preserve data integrity and accuracy. The data was stored in MySQL database management system for ease of visualization, advanced search functions and other knowledgebase applications. Results: Ophthatome™ is a comprehensive and accurate knowledgebase of ophthalmic diseases containing curated clinical, treatment and imaging data of 581,466 ophthalmic subjects from the Indian population, recorded between September 2012 and January 2018. Ophthatome™ provides filters and Boolean searches with operators and modifiers that allow selection of specific cohorts covering 524 distinct ophthalmic disease types and 1800 disease sub-types across 35 different anatomical regions of the eye. The availability of longitudinal data for about 300,000 subjects provides additional opportunity to perform clinical research on disease progression and management including drug responses and management outcomes. The knowledgebase captures ophthalmic diseases in a genetically diverse population providing opportunity to study genetic and environmental factors contributing to or influencing ophthalmic diseases. Conclusion: Ophthatome™ will accelerate clinical, genomic, pharmacogenomic and advanced translational research in ophthalmology and vision sciences. © 2020, The Author(s).","Curated clinical data; Defined cohort; Electronic medical records; Knowledge base; Ophthatome; Vision sciences","Electronic Health Records; Eye Diseases; Humans; Knowledge Bases; Ophthalmology; Retrospective Studies; electronic health record; eye disease; human; knowledge base; ophthalmology; retrospective study"
"Gupta U.; Sharma R.","Gupta, Urvashi (58249209200); Sharma, Rohit (56924116800)","58249209200; 56924116800","A Study of Cloud Based Solution for Data Analytics in Healthcare","2023","2023 6th International Conference on Information Systems and Computer Networks, ISCON 2023","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159431015&doi=10.1109%2fISCON57294.2023.10112083&partnerID=40&md5=cc0fac61e7b2568627db871b28bf2c22","The healthcare industry generates vast amounts of data that are crucial for improving patient outcomes and advancing medical research. However, traditional on premise solutions for data storage and analysis can become inadequate to handle the increasing volume, variety and velocity of healthcare data. The study aims to investigate the potential benefits and challenges of using cloud-based solutions for data analytics in healthcare. This paper reports about latest development and detailed role of using Artificial intelligence and capabilities of cloud Computing in health care sector/industry to foster innovative thinking, optimum wellbeing of the patient, focused medicinal support. This paper discusses various applications, algorithms and future of big data analytics with a focus on architecture, application and applicability of big data analytics using Hadoop and Cloud Computing in healthcare industry such as monitoring, prediction, performance, management etc including intensive care unit. many cloud platforms, like MMAP, are working in this field to provide a fast, reliable cost effective, efficient, and patient centric and solution to community health issues with capability of forecasting the health impact of various diseases on community for a given region or nation. Cloud computing framework, along with Artificial intelligence and Hadoop, aids healthcare management in completing analytical computations to identify logical, pertinent, and factual trends essential to strategize and enhanced readiness in event of catastrophes by facilitating data exchange among all stake holders. . © 2023 IEEE.","Big Data; Cloud Computing; Data Analytics; Hadoop; Healthcare","Artificial intelligence; Big data; Cloud analytics; Cost effectiveness; Decision support systems; Digital storage; Electronic data interchange; Health care; Information management; Intensive care units; Benefit and challenges; Cloud-based; Cloud-computing; Data analytics; Data storage; Hadoop; Healthcare; Healthcare industry; Medical research; Potential benefits; Data Analytics"
"Gupta P.K.; Nawaz M.H.; Mishra S.S.; Parappa K.; Silla A.; Hanumegowda R.","Gupta, Praveen Kumar (56608493300); Nawaz, Mohammed Haseeb (57218860649); Mishra, Shyam Shankar (57218860505); Parappa, Kruthika (57218860264); Silla, Akhil (57218860742); Hanumegowda, Raju (57218861127)","56608493300; 57218860649; 57218860505; 57218860264; 57218860742; 57218861127","New age approaches to predictive healthcare using in silico drug design and internet of things (IoT)","2021","EAI/Springer Innovations in Communication and Computing","","","","127","151","24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090491876&doi=10.1007%2f978-3-030-51070-1_8&partnerID=40&md5=e5857202dba568d190d15668049882f8","The new era of analytics has revolutionized human life by improving varied areas including healthcare. The conventional drug discovery process is complicated, time-consuming and costly, and some of the main factors that make it amenable to failure include lack of effectiveness, adverse reactions, poor pharmacokinetics and marketable reasons. Traditional medicine (TM), used conventionally, is subjected to rigorous research for its efficacy and safety, which increases both the time and cost of the process. With rapidly changing economic scenario, the need for utilizing novel approaches for evidence-based clinical drug development that overcomes these facets of TM has increased leading to the increased usage of predictive modelling. The whole process of predictive analytics finds its roots with drug design and development. Some latest approaches in predictive healthcare for predicting clinical outcomes are done by modelling to optimize the dosage of drugs and also to evaluate potential adverse mechanism. Big data analytics, data mining and text mining are the latest technologies being used in predictive analytics. These technologies have helped in the prediction, treatment and effective diagnosis of diseases which has brought a lot of significant changes such as in the service quality which is being provided and most importantly cost reduction. This chapter involves various steps being followed for the development of a drug in the USA. Development of drug from identifying the protein to its clinical testing and post-market trials has many phases and involves approval of certain applications. This chapter is an attempt to encompass Internet of Things (IoT) and in silico approaches to address various healthcare components including predictive analytics. In silico modelling tools can be used for prediction of dosage and pathway-related adverse effects in humans as well as machine learning can be used in the prediction of the chemical toxicity during drug design. In silico design methods can reduce the average cost to develop a drug considerably, and it can minimize therapeutic risks efficiently. Next-generation sequencing (NGS) along with clinical trial simulation concepts helps in facilitating key decisions in drug delivery management and regulatory approval. Use of IoT-enabled devices to remotely monitor patient’s health helps in reducing the length of hospital stay and prevents readmissions. This analysis is achieved by the use of cloud-centric architecture, wherein the physical activities of users are monitored in primary health centres. If these results obtained exceed the overall threshold value, then an alert is sent to the healthcare personnel thereby preventing any severe complications that might occur. Thus it has a major impact on reducing healthcare costs significantly and improving treatment outcomes. Some IoT applications are in devices for the remote patient monitoring (RPM) like the glucose metres for the patients having diabetes. Blood pressure can be monitored by automated blood pressure cuffs. However, IoT comes with certain limitations like it demands faster processing of the generated data, large data volume, variation and velocity and the requirement for accuracy, quality of service (QoS), security and user expectations, and operational costs arise as a result of large utilization of sensors, mobility and geographic distribution. Cloud computing services are widely in use to mitigate these negatives, using IoT-enabled healthcare solutions. © Springer Nature Switzerland AG 2021.","Clinical trials; Cloud computing; Drug development; In silico drug design; In silico drug design; Internet of Things (IoT); Predictive analytics; Predictive healthcare; Traditional medicine","Blood; Blood pressure; Commerce; Cost reduction; Data Analytics; Design; Diagnosis; Drug delivery; Drug dosage; Drug products; Forecasting; Geographical distribution; Medical applications; Predictive analytics; Quality of service; Remote patient monitoring; Text mining; Cloud computing services; Delivery management; In-silico drug design; Internet of Things (IOT); Length of hospital stays; Next-generation sequencing; Predictive modelling; Regulatory approvals; Internet of things"
"Faizi R.; Fkihi S.E.; Afia A.E.","Faizi, Rdouan (36989365300); Fkihi, Sanaa El (23984451300); Afia, Abdellatif El (56377420600)","36989365300; 23984451300; 56377420600","Exploring the potentials of big data analytics in marketing","2018","Proceedings of the 31st International Business Information Management Association Conference, IBIMA 2018: Innovation Management and Education Excellence through Vision 2020","","","","2109","2114","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060828578&partnerID=40&md5=f6ed0328b04bb583011318fc69ad0c58","In the last couple of years, big data has become much more than a buzzword. It is, actually, one of the hottest technology trends that is expected to reshape every aspect of our life, from improving healthcare services and outcomes to boosting business performance and efficiency. Given the various opportunities that this data revolution offers, all domains are likely to be impacted. In this respect, this paper highlights the potentials of big data in marketing, which is a key factor in the growth of any business. The findings of this study revealed that the use of big data analytics can have a positive impact on marketing. In fact, retrieving and processing massive amounts of customer data gives businesses valuable insights about consumers. This information can allow marketers to deliver the right message, product or service to the right person, at the right time, for the right price. All these potentials will certainly help businesses increase customer loyalty and retention, and create value that gives them a competitive advantage. © 2018 Elsevier Ltd. All rights reserved.","Analytics; Big data; Customer data; Customer experience; Marketing; ROI","Advanced Analytics; Commerce; Competition; Data Analytics; Information management; Marketing; Sales; Analytics; Business performance; Competitive advantage; Customer data; Customer experience; Customer loyalty; Healthcare services; Technology trends; Big data"
"Godbole N.S.; Lamb J.","Godbole, Nina S. (55327185200); Lamb, John (57198151806)","55327185200; 57198151806","Using data science & big data analytics to make healthcare green","2015","2015 12th International Conference and Expo on Emerging Technologies for a Smarter World, CEWIT 2015","","","7338161","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958811504&doi=10.1109%2fCEWIT.2015.7338161&partnerID=40&md5=32644b0ba985b445a2d9ff61279bf482","the environmental impact of the healthcare sector has become an important factor globally and is continuing to draw the attention of regulators. The energy use of the healthcare sector (whose largest sub-segment is 'hospitals') has been growing due to many factors. These factors include the rapid growth and adoption of Information and Communication Technology (ICT) in healthcare. The new IT technologies and applications used in healthcare include 'cloud computing', 'mMedicine', i.e. 'mobility in Health', eHealth, and tele(health) care for 'remote delivery of healthcare services'. The healthcare industry needs to reap the benefits of emerging technologies such as Data Science, Big Data, Analytics, Mobile computing and Cloud computing, along with the use of Health Information Technology (HIT) to help solve the ever growing operating cost problems. A big challenge facing the healthcare sector is how best to improve the energy efficiency and sustainability of this very complex sector. The work done over the past few years to analyze and create very energy efficient data centers presents an excellent opportunity for cost effective green IT at hospitals. Because of the complexity of the healthcare industry, there is a need for an extensive use of data science and Big Data analytics as an ideal way to help determine how the green healthcare outcomes can be improved. Hospitals and healthcare can make significant steps in the green direction by combining big data analytics with cloud computing. Information Technology (IT) is continually being refreshed at hospitals and most organizations as part of the need for the hospitals to keep vital technology up to date. Any electronic waste (eWaste) from this refresh cycle must be recycled as part of a sustainability program. Replacing the IT equipment and upgrading the application architecture with energy efficient systems such as virtual servers, virtual data storage, and efficient application and database structures, can easily reduce IT power consumption for the replaced equipment by 50 percent. A second compelling reason to move to green IT is that virtual server and virtual data storage technology are methods that allow hospitals to reduce equipment and system management costs. Include private cloud computing for both your production and test / development systems, and the savings are even greater. So the latest green technology is based around a very solid business case without even considering the savings due to reduction in energy costs. This paper gives examples of how Data Science, Big Data, and Analytics can be used in healthcare to significantly improve a hospital's IT Energy Efficiency along with information on the best ways to improve energy efficiency for healthcare in a cost effective manner. This paper builds on the work done in other sectors (mainly data centers) in effectively measuring and improving IT energy efficiency. © 2015 IEEE.","analytics; Big Data; carbon footprint; cloud computing; data science; Green IT; healthcare; HIT; mobile computing; protected health information","Carbon; Carbon footprint; Cloud computing; Cost effectiveness; Cost reduction; Costs; Data storage equipment; Digital storage; Distributed computer systems; Energy efficiency; Energy utilization; Environmental impact; Equipment; Health; Health care; Hospitals; Information management; Medical computing; Mobile cloud computing; Mobile computing; Sustainable development; analytics; Application architecture; data science; Electronic waste (e waste); Green IT; Health information technologies (HIT); Information and Communication Technologies; Protected health informations; Big data"
"Jin H.; Wu S.; Vidyanti I.; Di Capua P.; Wu B.","Jin, H. (56849723800); Wu, Shinyi (55807533200); Vidyanti, I. (36835813800); Di Capua, P. (56005432500); Wu, B. (56612573400)","56849723800; 55807533200; 36835813800; 56005432500; 56612573400","Predicting depression among patients with diabetes using longitudinal data: A multilevel regression model","2015","Methods of Information in Medicine","54","6","","553","559","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948176991&doi=10.3414%2fME14-02-0009&partnerID=40&md5=aba12b0f7172b6bb58293e3dabd898ab","Introduction: This article is part of the Focus Theme of Methods of Information in Medicine on “Big Data and Analytics in Healthcare”. Background: Depression is a common and often undiagnosed condition for patients with diabetes. It is also a condition that significantly impacts healthcare outcomes, use, and cost as well as elevating suicide risk. Therefore, a model to predict depression among diabetes patients is a promising and valuable tool for providers to proactively assess depressive symptoms and identify those with depression. Objectives: This study seeks to develop a generalized multilevel regression model, using a longitudinal data set from a recent large-scale clinical trial, to predict depression severity and presence of major depression among patients with diabetes. Methods: Severity of depression was measured by the Patient Health Questionnaire PHQ-9 score. Predictors were selected from 29 candidate factors to develop a 2-level Poisson regression model that can make population-average predictions for all patients and subject- specific predictions for individual patients with historical records. Newly obtained patient records can be incorporated with historical records to update the prediction model. Root-mean-square errors (RMSE) were used to evaluate predictive accuracy of PHQ-9 scores. The study also evaluated the classification ability of using the predicted PHQ-9 scores to classify patients as having major depression. Results: Two time-invariant and 10 timevarying predictors were selected for the model. Incorporating historical records and using them to update the model may improve both predictive accuracy of PHQ-9 scores and classification ability of the predicted scores. Subject-specific predictions (for individual patients with historical records) achieved RMSE about 4 and areas under the receiver operating characteristic (ROC) curve about 0.9 and are better than populationaverage predictions. Conclusions: The study developed a generalized multilevel regression model to predict depression and demonstrated that using generalized multilevel regression based on longitudinal patient records can achieve high predictive ability. © Schattauer 2015.","Comorbidity; Depression; Diabetes mellitus; Machine learning; Multilevel regression","California; Causality; Computer Simulation; Decision Support Systems, Clinical; Depression; Diabetes Complications; Electronic Health Records; Humans; Longitudinal Studies; Machine Learning; Natural Language Processing; Prevalence; Prognosis; Proportional Hazards Models; Regression Analysis; Reproducibility of Results; Risk Factors; Sensitivity and Specificity; California; causality; classification; clinical decision support system; computer simulation; depression; Diabetes Complications; electronic health record; human; longitudinal study; machine learning; natural language processing; organization and management; prevalence; prognosis; proportional hazards model; regression analysis; reproducibility; risk factor; sensitivity and specificity; statistics and numerical data"
"Prajapati G.L.; Raghuwanshi R.; Raghuwanshi R.","Prajapati, Gend Lal (24829545600); Raghuwanshi, Rachana (57200419179); Raghuwanshi, Rambabu (58101964100)","24829545600; 57200419179; 58101964100","Data analytics for healthcare monitoring and inferencing","2022","Cognitive Intelligence and Big Data in Healthcare","","","","197","227","30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147946353&doi=10.1002%2f9781119771982.ch8&partnerID=40&md5=1234ad14cc914ee47f88561b25e29ab8","Big Data has changed the manner in which we manage and explore data in all types of sectors. Healthcare analytics has potential to decrease expenses of treatment and predict all types of pandemics. We can also avoid and control contagious diseases to improve the quality of life. The average human life of expectancy is also increasing continuously, which presents new challenges to treatment conveyance strategies. Nowadays, healthcare information are generating from various applications like patient data storage and monitoring in healthcare management systems. Healthcare data is continuously increasing and distributed in a manner for sharing among medical experts and healthcare service provider. Cloud gives most incredible strategies to explore the information arrange from medical care by analyzing continuous previous medical data. As of now existing framework could not support both analysis and procedure for large quantity of healthcare data. In this book chapter, we present a study on data analytics and machine learning techniques using R and Python programming for efficient inference, monitoring, and transmission of medical data in healthcare industries. We also brief about bioinformatics approaches in order to see usefulness in dealing with pandemics like COVID-19 situation. As a reader progresses through this book chapter, he or she will be able to: 1. Define key terms in healthcare. 2. Identify the challenges and opportunities facing healthcare organizations. 3. Summarize the role of oversight and research in healthcare infrastructure. 4. Describe how value, quality, and variation in healthcare impact outcomes and expenditures. 5. Summarize current healthcare trends. 6. Understand the Bioinformatics Data Analytics for COVID-19 pandemic. © 2022 Scrivener Publishing LLC.","Bioinformatics; COVID-19; Data analytics; Healthcare; Machine learning",""
"Cano I.; Tenyi A.; Vela E.; Miralles F.; Roca J.","Cano, Isaac (55855721300); Tenyi, Akos (56708764900); Vela, Emili (7003342182); Miralles, Felip (39461845200); Roca, Josep (24784609700)","55855721300; 56708764900; 7003342182; 39461845200; 24784609700","Perspectives on Big Data applications of health information","2017","Current Opinion in Systems Biology","3","","","36","42","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044209368&doi=10.1016%2fj.coisb.2017.04.012&partnerID=40&md5=7ea3d56aa49e748984053bea9fa30cbd","Recent advances on prospective monitoring and retrospective analysis of health information at national or regional level are generating high expectations for the application of Big Data technologies that aim to analyze at real time high-volumes and/or complex of data from healthcare delivery (e.g., electronic health records, laboratory and radiology information, electronic prescriptions, etc.) and citizens' lifestyles (e.g., personal health records, personal monitoring devices, social networks, etc.). Along these same lines, advances in the field of genomics are revolutionizing biomedical research, both in terms of data volume and prospects, as well as in terms of the social impact it entails.The potential of Big Data applications that consider all of the above levels of health information lies in the possibility of combining and integrating de-identified health information to allow secondary uses of data. This is the use and re-use of various sources of health information for purposes in addition to the direct clinical care of specific patients or the direct investigation of specific biomedical research hypotheses. Current applications include: epidemiological and pharmacovigilance studies, facilitating recruitment to randomized controlled trials, carrying out audits and benchmarking studies, financial and service planning, and ultimately supporting the generation of novel biomedical research outcomes. © 2017 Elsevier Ltd.","Digital health; Health analytics; Health forecasting; Predictive modeling; Secondary use of data","adult; benchmarking; controlled study; drug surveillance program; electronic health record; electronic patient record; electronic prescribing; expectation; forecasting; genomics; health care delivery; human; lifestyle; medical information; medical research; personal monitoring; prospective study; radiology; randomized controlled trial (topic); retrospective study; social network"
"","","","9th International Conference on Big Data Analytics, BDA 2021","2021","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","13147 LNCS","","","","","354","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122572868&partnerID=40&md5=1c185eb4ae770da940910aaa0f7ab9af","The proceedings contain 24 papers. The special focus in this conference is on Big Data Analytics. The topics include: Routing Protocol Security for Low-Power and Lossy Networks in the Internet of Things; MQTT Protocol Use Cases in the Internet of Things; large-Scale Contact Tracing, Hotspot Detection, and Safe Route Recommendation; current Trends in Learning from Data Streams; diagnostic Code Group Prediction by Integrating Structured and Unstructured Clinical Data; SCIMAT: Dataset of Problems in Science and Mathematics; rank-Based Prefetching and Multi-level Caching Algorithms to Improve the Efficiency of Read Operations in Distributed File Systems; impact-Driven Discretization of Numerical Factors: Case of Two- and Three-Partitioning; towards Machine Learning to Machine Wisdom: A Potential Quest; smartphone Mammography for Breast Cancer Screening; big Data over Cloud: Enabling Drug Design Under Cellular Environment; predictive Analytics for Recognizing Human Activities Using Residual Network and Fine-Tuning; DXML: Distributed Extreme Multilabel Classification; an Efficient Distributed Coverage Pattern Mining Algorithm; outcomes of Speech to Speech Translation for Broadcast Speeches and Crowd Source Based Speech Data Collection Pilot Projects; bridging the Inferential Gaps in Healthcare; 2AI&7D Model of Resistomics to Counter the Accelerating Antibiotic Resistance and the Medical Climate Crisis; tooth Detection from Panoramic Radiographs Using Deep Learning; Hate Speech Detection Using Static BERT Embeddings; fog Enabled Distributed Training Architecture for Federated Learning; Modular ST-MRF Environment for Moving Target Detection and Tracking Under Adverse Local Conditions; challenges of Machine Learning for Data Streams in the Banking Industry.","",""
"Hijji M.; Alam G.","Hijji, Mohammad (56543747000); Alam, Gulzar (57225930260)","56543747000; 57225930260","A Multivocal Literature Review on Growing Social Engineering Based Cyber-Attacks/Threats during the COVID-19 Pandemic: Challenges and Prospective Solutions","2021","IEEE Access","9","","9312039","7152","7169","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099095693&doi=10.1109%2fACCESS.2020.3048839&partnerID=40&md5=75f139bdedd7bf1cd4532e5e1eb49877","The novel coronavirus (COVID-19) pandemic has caused a considerable and long-lasting social and economic impact on the world. Along with other potential challenges across different domains, it has brought numerous cybersecurity challenges that must be tackled timely to protect victims and critical infrastructure. Social engineering-based cyber-attacks/threats are one of the major methods for creating turmoil, especially by targeting critical infrastructure, such as hospitals and healthcare services. Social engineering-based cyber-attacks are based on the use of psychological and systematic techniques to manipulate the target. The objective of this research study is to explore the state-of-the-art and state-of-the-practice social engineering-based techniques, attack methods, and platforms used for conducting such cybersecurity attacks and threats. We undertake a systematically directed Multivocal Literature Review (MLR) related to the recent upsurge in social engineering-based cyber-attacks/threats since the emergence of the COVID-19 pandemic. A total of 52 primary studies were selected from both formal and grey literature based on the established quality assessment criteria. As an outcome of this research study; we discovered that the major social engineering-based techniques used during the COVID-19 pandemic are phishing, scamming, spamming, smishing, and vishing, in combination with the most used socio-technical method: fake emails, websites, and mobile apps used as weapon platforms for conducting successful cyber-attacks. Three types of malicious software were frequently used for system and resource exploitation are; ransomware, trojans, and bots. We also emphasized the economic impact of cyber-attacks performed on different organizations and critical infrastructure in which hospitals and healthcare were on the top targeted infrastructures during the COVID-19 pandemic. Lastly, we identified the open challenges, general recommendations, and prospective solutions for future work from the researcher and practitioner communities by using the latest technology, such as artificial intelligence, blockchain, and big data analytics. © 2013 IEEE.","COVID-19; cyber-attacks and threats; Multivocal literature review; prospective solutions; security and privacy; social engineering","Advanced Analytics; Artificial intelligence; Critical infrastructures; Data Analytics; Economic and social effects; Health care; Hospitals; Infrastructure as a service (IaaS); Network security; Public works; Different domains; Healthcare services; Latest technology; Literature reviews; Quality assessment; Social and economic impacts; Social engineering; State of the practice; Malware"
"Reagan K.; Varde A.S.; Xie L.","Reagan, Kenna (57711571800); Varde, Aparna S. (15124504600); Xie, Lei (57198836096)","57711571800; 15124504600; 57198836096","Evolving Perceptions of Mental Health on Social Media and their Medical Impacts","2022","Proceedings - 2022 IEEE International Conference on Big Data, Big Data 2022","","","","5328","5337","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147960102&doi=10.1109%2fBigData55660.2022.10021013&partnerID=40&md5=b97667bd1e7745fe2b65becbd020ac89","Mental health is an ever-growing issue of concern, especially in light of the COVID pandemic. In this context, we study big data from social media over a 7-year time span to gauge evolving perceptions of mental health, and discuss our research findings, potentially useful for decision support in healthcare. We deploy topic modeling and sentiment analysis to estimate public perceptions of mental health issues, focusing on Twitter as the social media site. We claim that it is important to consider polarity as well as subjectivity in sentiment analysis to comprehend two different aspects of sentiment, i.e. orientation in the emotion, and extent of fact vs. opinion. We assert that ranking via topic modeling is beneficial to fathom the relative importance of issues over the years. We harness tools/techniques from natural language processing and data mining to discover knowledge from big data on social media, related to mental health. Some of our findings reveal that the sentiment around mental health has remained positive overall, but has decreased since the beginning of the COVID pandemic. Major events, such as elections and the pandemic, greatly impact the conversation surrounding mental health. Some topics have remained consistent throughout the years. In other topics, the tone of the public discussions has shifted. The outcomes of our study would be useful to a variety of professionals, ranging from data scientists to epidemiologists and psychologists. This work impacts big healthcare data in general. © 2022 IEEE.","Applied Research; Big Data; Decision Support; Health Data Analytics; Mental Health; Natural Language Processing; Opinion Mining; Sentiment Analysis; Social Media; Text Mining; Topic Modeling","Big data; Data handling; Decision support systems; Health care; Modeling languages; Sentiment analysis; Social networking (online); Applied research; Data analytics; Decision supports; Health data; Health data analytic; Language processing; Mental health; Natural language processing; Natural languages; Opinion mining; Sentiment analysis; Social media; Text-mining; Topic Modeling; Data Analytics"
"Wang Y.; Kung L.; Gupta S.; Ozdemir S.","Wang, Yichuan (55252116100); Kung, LeeAnn (55508083500); Gupta, Suraksha (55495191500); Ozdemir, Sena (24822868200)","55252116100; 55508083500; 55495191500; 24822868200","Leveraging Big Data Analytics to Improve Quality of Care in Healthcare Organizations: A Configurational Perspective","2019","British Journal of Management","30","2","","362","388","26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065416221&doi=10.1111%2f1467-8551.12332&partnerID=40&md5=555dbd2593dc3e62c0895bfae41dbdef","Big data analytics (BDA) is beneficial for organizations, yet implementing BDA to leverage profitability is fundamental challenge confronting practitioners. Although prior research has explored the impact that BDA has on business growth, there is a lack of research that explains the full complexity of BDA implementations. Examination of how and under what conditions BDA achieves organizational performance from a holistic perspective is absent from the existing literature. Extending the theoretical perspective from the traditional views (e.g. resource-based theory) to configuration theory, the authors have developed a conceptual model of BDA success that aims to investigate how BDA capabilities interact with complementary organizational resources and organizational capabilities in multiple configuration solutions leading to higher quality of care in healthcare organizations. To test this model, the authors use fuzzy-set qualitative comparative analysis to analyse multi-source data acquired from a survey and databases maintained by the Centres for Medicare & Medicaid Services. The findings suggest that BDA, when given alone, is not sufficient in achieving the outcome, but is a synergy effect in which BDA capabilities and analytical personnel's skills together with organizational resources and capabilities as supportive role can improve average excess readmission rates and patient satisfaction in healthcare organizations. © 2019 British Academy of Management","",""
